,cancer type,gene,Article p_value,R p_value,Lorsi p_value,num of samples,better group survival,delta tested,max k changes with chosen alpha,max k changes to stay stable,max alpha to stay stable,p_value upper with max changes k,p_value upper on alpha 0.01,p_value upper one change,is greedy algo correct up to alpha,k changes to reach disagreement,p_value when disagreement,p_value greedy on alpha 0.01
1178,Bladder,ANGPTL4,0.014771,0.135474,0.097945,405,B,0.05,,,,,,,,,,
1179,Bladder,DNAJB1,0.08733,0.060812,0.053781,405,A,0.05,,,,,,,,,,
1180,Bladder,NDUFB2,0.148212,0.138442,0.137995,405,A,0.05,,,,,,,,,,
1181,Bladder,MSH4,0.199415,0.090664,0.08801,405,B,0.05,,,,,,,,,,
1182,Bladder,PTPN1,0.019011,0.040628,0.040391,405,A,0.05,4.0,0.0,0.0,0.040391,0.1444582218223219,0.0552967101589298,True,,,0.144458
1183,Bladder,NDUFA3,0.005769,0.003079,0.003973,405,B,0.05,4.0,,,0.03098,0.0309798041382903,0.0063947843076582,True,,,0.03098
1184,Bladder,BCAR1,0.252966,0.286112,0.256711,405,A,0.05,,,,,,,,,,
1185,Bladder,RB1,0.404868,0.404426,0.449506,405,B,0.05,,,,,,,,,,
1186,Bladder,SERPINE1,0.001176,0.005161,0.002859,405,A,0.05,4.0,,,0.021287,0.0212865060886717,0.0045954409653266,True,,,0.021287
1187,Bladder,IDH2,0.033764,0.021159,0.020154,405,A,0.05,4.0,2.0,0.0049,0.044536,0.0897657374312676,0.0281409507499084,True,,,0.089766
1188,Bladder,SUCLG2,0.4508,0.537032,0.609867,405,A,0.05,,,,,,,,,,
1189,Bladder,MDM2,0.250037,0.217284,0.190336,405,B,0.05,,,,,,,,,,
1190,Bladder,PHKB,0.046142,0.045785,0.049208,405,A,0.05,4.0,0.0,0.0,0.049208,0.1739525883731197,0.0680011464609034,True,,,0.173953
1191,Bladder,BLM,0.029468,0.069307,0.072089,405,B,0.05,,,,,,,,,,
1192,Bladder,CCNH,0.194329,0.217995,0.188502,405,A,0.05,,,,,,,,,,
1193,Bladder,ATXN3,0.244483,0.216628,0.241019,405,A,0.05,,,,,,,,,,
1194,Bladder,COX6C,0.006665,0.003531,0.003143,405,B,0.05,4.0,,,0.020051,0.0200506725687721,0.0048945203225548,True,,,0.020051
1195,Bladder,SRC,3.4e-05,3.1e-05,2.9e-05,405,B,0.05,4.0,,,0.000351,0.0003514416987764,5.332102053992788e-05,True,,,0.000351
1196,Bladder,IDH3B,0.136693,0.169255,0.185146,405,B,0.05,,,,,,,,,,
1197,Bladder,ZEB2,0.012032,0.015123,0.012066,405,A,0.05,4.0,3.0,0.0074,0.047838,0.0714812621175576,0.0191209549600024,True,,,0.071481
1198,Bladder,CDK6,7.2e-05,0.000337,0.000264,405,A,0.05,4.0,,,0.003161,0.0031612708716067,0.000458506939667,True,,,0.003161
1199,Bladder,NDUFA6,0.045998,0.094184,0.075871,405,A,0.05,,,,,,,,,,
1200,Bladder,PPBP,0.279106,0.181723,0.168949,405,B,0.05,,,,,,,,,,
1201,Bladder,COX5B,0.000412,0.001385,0.001159,405,B,0.05,4.0,,,0.009546,0.0095461033197258,0.0018502728332415,True,,,0.009546
1202,Bladder,APAF1,0.083156,0.079136,0.080581,405,B,0.05,,,,,,,,,,
1203,Bladder,EREG,0.006154,0.021599,0.016996,405,A,0.05,4.0,2.0,0.0049,0.038478,0.0793919063740573,0.0251959046846565,True,,,0.079392
1204,Bladder,ANGPT1,0.288568,0.120754,0.140433,405,B,0.05,,,,,,,,,,
1205,Bladder,GBE1,0.006873,0.002252,0.001785,405,A,0.05,4.0,,,0.012484,0.0124843367176698,0.0029024126964248,True,,,0.012484
1206,Bladder,PHKG2,0.028574,0.047163,0.040362,405,B,0.05,4.0,0.0,0.0,0.040362,0.1672980260587474,0.0555455462775919,True,,,0.167298
1207,Bladder,ENO3,0.086922,0.13556,0.140241,405,B,0.05,,,,,,,,,,
1208,Bladder,ACD,0.495448,0.224816,0.224312,405,B,0.05,,,,,,,,,,
1209,Bladder,MYB,0.09656,0.232085,0.208623,405,B,0.05,,,,,,,,,,
1210,Bladder,RELA,0.396806,0.357017,0.300005,405,B,0.05,,,,,,,,,,
1211,Bladder,NEIL3,0.03864,0.03972,0.033654,405,A,0.05,4.0,1.0,0.0025,0.048352,0.1386324736265511,0.0483523004198676,True,,,0.138632
1212,Bladder,FST,0.314155,0.301098,0.340618,405,B,0.05,,,,,,,,,,
1213,Bladder,NDUFB6,0.308681,0.262527,0.236005,405,B,0.05,,,,,,,,,,
1214,Bladder,CASP8,0.004764,0.004557,0.004054,405,B,0.05,4.0,,,0.024437,0.0244366191450256,0.0063278898008556,True,,,0.024437
1215,Bladder,NRG1,0.067659,0.125243,0.109521,405,A,0.05,,,,,,,,,,
1216,Bladder,JUN,0.015373,0.009687,0.01273,405,A,0.05,4.0,3.0,0.0074,0.045718,0.066427760724841,0.0181203035679971,True,,,0.066428
1217,Bladder,MUTYH,0.008864,0.019233,0.013637,405,B,0.05,4.0,3.0,0.0074,0.043267,0.0609662378326947,0.0197901927285524,True,,,0.060966
1218,Bladder,CDKN2B,0.073796,0.054655,0.065859,405,B,0.05,,,,,,,,,,
1219,Bladder,TERF1,0.295968,0.257038,0.289261,405,A,0.05,,,,,,,,,,
1220,Bladder,NOS3,0.127032,0.154311,0.120904,405,B,0.05,,,,,,,,,,
1221,Bladder,FANCA,0.27564,0.143292,0.12697,405,A,0.05,,,,,,,,,,
1222,Bladder,NRP1,0.085203,0.078655,0.056441,405,B,0.05,,,,,,,,,,
1223,Bladder,BIK,0.212566,0.304946,0.328762,405,B,0.05,,,,,,,,,,
1224,Bladder,ACO2,0.011595,0.014109,0.019189,405,A,0.05,4.0,2.0,0.0049,0.041461,0.0820921990034942,0.0273258507084942,True,,,0.082092
1225,Bladder,CDK2,0.23083,0.208449,0.196587,405,B,0.05,,,,,,,,,,
1226,Bladder,DDB2,0.230892,0.184906,0.147884,405,A,0.05,,,,,,,,,,
1227,Bladder,IL7,0.001207,0.001709,0.002231,405,A,0.05,4.0,,,0.042275,0.0422751440215177,0.0043872711943578,True,,,0.042275
1228,Bladder,NDUFAB1,0.366917,0.265198,0.229137,405,B,0.05,,,,,,,,,,
1229,Bladder,LIMK1,0.066849,0.087086,0.066978,405,B,0.05,,,,,,,,,,
1230,Bladder,MCM2,0.284685,0.180364,0.189283,405,B,0.05,,,,,,,,,,
1231,Bladder,TNFSF8,0.531596,0.317589,0.336717,405,B,0.05,,,,,,,,,,
1232,Bladder,CDC20,0.012,0.012593,0.012707,405,A,0.05,4.0,3.0,0.0074,0.040805,0.0576814139292635,0.0185006382207888,True,,,0.057681
1233,Bladder,KDR,0.187041,0.238188,0.204824,405,B,0.05,,,,,,,,,,
1234,Bladder,DIAPH1,0.139124,0.143982,0.127189,405,B,0.05,,,,,,,,,,
1235,Bladder,IL10,0.078241,0.042098,0.048866,405,B,0.05,4.0,0.0,0.0,0.048866,0.1795710770612745,0.0641062338430866,True,,,0.179571
1236,Bladder,LTB,0.304795,0.261894,0.295879,405,B,0.05,,,,,,,,,,
1237,Bladder,SNAI2,0.001303,0.004282,0.003761,405,A,0.05,4.0,,,0.023464,0.023463713482742,0.0057662797504483,True,,,0.023464
1238,Bladder,CDC42,0.244182,0.2677,0.254932,405,B,0.05,,,,,,,,,,
1239,Bladder,TOPBP1,0.300673,0.286548,0.321528,405,A,0.05,,,,,,,,,,
1240,Bladder,TIMP2,0.002907,0.002709,0.001748,405,A,0.05,4.0,,,0.01108,0.0110801863788496,0.0027570699815241,True,,,0.01108
1241,Bladder,JUND,0.2827,0.114553,0.14039,405,A,0.05,,,,,,,,,,
1242,Bladder,MLH3,0.25971,0.243711,0.210139,405,B,0.05,,,,,,,,,,
1243,Bladder,RHOC,0.01268,0.017172,0.015612,405,A,0.05,4.0,2.0,0.0049,0.035002,0.0716534499036009,0.0225124917660981,True,,,0.071653
1244,Bladder,HSPA1A,0.173878,0.157787,0.143583,405,A,0.05,,,,,,,,,,
1245,Bladder,CTSB,0.000778,0.001632,0.000967,405,A,0.05,4.0,,,0.006983,0.0069833294042228,0.0015599454494744,True,,,0.006983
1246,Bladder,BBC3,0.000448,0.000239,0.00034,405,B,0.05,4.0,,,0.004083,0.0040830520608813,0.000590115100576,True,,,0.004083
1247,Bladder,RASSF1,0.087994,0.209063,0.182706,405,A,0.05,,,,,,,,,,
1248,Bladder,IL15,0.190043,0.298704,0.26192,405,B,0.05,,,,,,,,,,
1249,Bladder,MYCL,0.059002,0.044969,0.028798,405,B,0.05,4.0,1.0,0.0025,0.040539,0.117951389128834,0.0405391950586337,True,,,0.117951
1250,Bladder,PMS2,0.026497,0.021078,0.034072,405,A,0.05,4.0,1.0,0.0025,0.048229,0.1355609292001779,0.0482291014539476,True,,,0.135561
1251,Bladder,NDUFS5,0.186944,0.147856,0.135829,405,A,0.05,,,,,,,,,,
1252,Bladder,CRY1,0.251883,0.261944,0.230704,405,A,0.05,,,,,,,,,,
1253,Bladder,NDUFA2,0.001752,0.000569,0.000512,405,B,0.05,4.0,,,0.00433,0.0043296295109178,0.0008517881531186,True,,,0.00433
1254,Bladder,NDUFB3,0.110726,0.082826,0.097958,405,A,0.05,,,,,,,,,,
1255,Bladder,CSF3,0.176614,0.139998,0.120224,405,B,0.05,,,,,,,,,,
1256,Bladder,FOXO3,0.047849,0.034616,0.035973,405,A,0.05,4.0,1.0,0.0025,0.049014,0.1321159278188765,0.0490143655829418,True,,,0.132116
1257,Bladder,CXCL5,0.164867,0.096473,0.110769,405,B,0.05,,,,,,,,,,
1258,Bladder,ILK,0.006869,0.025001,0.01932,405,B,0.05,4.0,2.0,0.0049,0.045091,0.0868408966993874,0.0265407062466466,True,,,0.086841
1259,Bladder,RAD23A,0.008456,0.004677,0.004079,405,A,0.05,4.0,,,0.02537,0.0253701456899075,0.0063205500345947,True,,,0.02537
1260,Bladder,NDUFV2,0.002694,0.006163,0.004693,405,B,0.05,4.0,,,0.027535,0.0275354394859266,0.0073060068748885,True,,,0.027535
1261,Bladder,BAK1,0.137919,0.173644,0.145018,405,B,0.05,,,,,,,,,,
1262,Bladder,MDH1,0.236201,0.257117,0.33196,405,A,0.05,,,,,,,,,,
1263,Bladder,NBN,0.107277,0.143221,0.115062,405,A,0.05,,,,,,,,,,
1264,Bladder,SERPINF1,0.00124,0.001413,0.000987,405,A,0.05,4.0,,,0.00719,0.0071897225220991,0.001625985914487,True,,,0.00719
1265,Bladder,FGF2,0.007872,0.003633,0.003983,405,A,0.05,4.0,,,0.023226,0.0232261199204977,0.0062084883886835,True,,,0.023226
1266,Bladder,RFC1,0.032165,0.100376,0.112466,405,B,0.05,,,,,,,,,,
1267,Bladder,HTATIP2,0.183624,0.294547,0.33095,405,B,0.05,,,,,,,,,,
1268,Bladder,MSH5,0.004681,0.004449,0.003505,405,B,0.05,4.0,,,0.028043,0.0280427041464155,0.0056334086896608,True,,,0.028043
1269,Bladder,ERBB2,0.228743,0.122847,0.080392,405,B,0.05,,,,,,,,,,
1270,Bladder,ETV4,0.163716,0.321326,0.256857,405,B,0.05,,,,,,,,,,
1271,Bladder,FAS,0.27598,0.214217,0.17838,405,A,0.05,,,,,,,,,,
1272,Bladder,NEIL2,0.37135,0.310889,0.374201,405,A,0.05,,,,,,,,,,
1273,Bladder,PLAUR,0.134379,0.160718,0.135966,405,A,0.05,,,,,,,,,,
1274,Bladder,PECAM1,0.068767,0.085976,0.064069,405,A,0.05,,,,,,,,,,
1275,Bladder,ENO2,0.145496,0.239713,0.204423,405,B,0.05,,,,,,,,,,
1276,Bladder,IL6,0.123012,0.234848,0.200457,405,A,0.05,,,,,,,,,,
1277,Bladder,CCNG1,0.100821,0.085838,0.067888,405,B,0.05,,,,,,,,,,
1278,Bladder,CAPN2,0.000578,0.002015,0.001961,405,A,0.05,4.0,,,0.012436,0.0124355630814243,0.0030518440775689,True,,,0.012436
1279,Bladder,CDK7,0.020167,0.011411,0.014727,405,B,0.05,4.0,2.0,0.0049,0.034681,0.0738177528851518,0.021591170645867,True,,,0.073818
1280,Bladder,TNFRSF21,0.01581,0.009506,0.013776,405,B,0.05,4.0,3.0,0.0074,0.043649,0.0613825938754438,0.0199091377919497,True,,,0.061383
1281,Bladder,DEDD2,3e-06,3e-06,3e-06,405,B,0.05,4.0,,,5.5e-05,5.4596044781954495e-05,6.67114749494329e-06,True,,,5.5e-05
1282,Bladder,DPP4,0.015331,0.019706,0.017149,405,A,0.05,4.0,2.0,0.0049,0.039816,0.0831493856381611,0.0248331493515562,True,,,0.083149
1283,Bladder,HIC1,0.079194,0.037096,0.026852,405,A,0.05,4.0,1.0,0.0025,0.037823,0.1047006839530182,0.0378227729727554,True,,,0.104701
1284,Bladder,CASP9,2.3e-05,1.6e-05,1.1e-05,405,B,0.05,4.0,,,0.000158,0.0001575921491702,2.1198322842607343e-05,True,,,0.000158
1285,Bladder,ARHGEF7,0.002635,0.006316,0.006061,405,A,0.05,4.0,,,0.04855,0.048550109896509,0.0093689882614661,True,,,0.04855
1286,Bladder,PDPR,0.057441,0.010837,0.008945,405,A,0.05,4.0,,,0.047411,0.0474108552594066,0.0136777868957381,True,,,0.047411
1287,Bladder,MYL9,0.036016,0.018751,0.013157,405,A,0.05,4.0,3.0,0.0074,0.04184,0.0590584075748609,0.0191400314808495,True,,,0.059058
1288,Thyroid gland,ERCC4,0.086644,0.112571,0.112571,503,A,0.05,,,,,,,,,,
1289,Thyroid gland,SMUG1,0.418171,0.409608,0.409608,503,B,0.05,,,,,,,,,,
1290,Thyroid gland,SMAD4,0.117235,0.336968,0.336968,503,A,0.05,,,,,,,,,,
1291,Thyroid gland,TEP1,0.061518,0.062036,0.062036,503,B,0.05,,,,,,,,,,
1292,Thyroid gland,ITGB2,0.041277,0.166918,0.166918,503,B,0.05,,,,,,,,,,
1293,Thyroid gland,TP53AIP1,,0.608968,0.608968,503,B,0.05,,,,,,,,,,
1294,Thyroid gland,UQCRC1,0.134965,0.134179,0.134179,503,B,0.05,,,,,,,,,,
1295,Thyroid gland,NFKBIB,0.204094,0.143409,0.143409,503,B,0.05,,,,,,,,,,
1296,Thyroid gland,PGLS,0.069517,0.082282,0.082282,503,B,0.05,,,,,,,,,,
1297,Thyroid gland,AMOT,0.062772,0.200484,0.200484,503,B,0.05,,,,,,,,,,
1298,Thyroid gland,CSF1,0.506198,0.456315,0.456315,503,A,0.05,,,,,,,,,,
1299,Thyroid gland,RAD51C,0.109042,0.240902,0.240902,503,B,0.05,,,,,,,,,,
1300,Thyroid gland,RAD9A,0.28581,0.210078,0.210078,503,B,0.05,,,,,,,,,,
1301,Thyroid gland,HDAC6,0.248533,0.349746,0.349746,503,B,0.05,,,,,,,,,,
1302,Thyroid gland,CASP3,0.180211,0.382886,0.382886,503,B,0.05,,,,,,,,,,
1303,Thyroid gland,NOP10,0.299361,0.167196,0.167196,503,B,0.05,,,,,,,,,,
1304,Thyroid gland,COX6A1,0.050679,0.05124,0.05124,503,B,0.05,,,,,,,,,,
1305,Thyroid gland,CYC1,0.221978,0.479991,0.479991,503,A,0.05,,,,,,,,,,
1306,Thyroid gland,WASF2,0.159131,0.24431,0.24431,503,A,0.05,,,,,,,,,,
1307,Thyroid gland,KAT2B,0.051843,0.185108,0.185108,503,A,0.05,,,,,,,,,,
1308,Thyroid gland,ACO1,0.334151,0.40599,0.40599,503,A,0.05,,,,,,,,,,
1309,Thyroid gland,SMC1A,0.269748,0.317133,0.317133,503,A,0.05,,,,,,,,,,
1310,Thyroid gland,CDH1,0.250193,0.301564,0.301564,503,A,0.05,,,,,,,,,,
1311,Thyroid gland,ASB1,0.165729,0.236331,0.236331,503,A,0.05,,,,,,,,,,
1312,Thyroid gland,KITLG,0.113647,0.159546,0.159546,503,A,0.05,,,,,,,,,,
1313,Thyroid gland,PARP2,0.386737,0.208214,0.208214,503,B,0.05,,,,,,,,,,
1314,Thyroid gland,NDUFAB1,0.061859,0.074719,0.074719,503,B,0.05,,,,,,,,,,
1315,Thyroid gland,XRCC6,0.043756,0.160893,0.160893,503,B,0.05,,,,,,,,,,
1316,Thyroid gland,NDUFB8,0.128567,0.135682,0.135682,503,B,0.05,,,,,,,,,,
1317,Thyroid gland,VIM,0.168924,0.201099,0.201099,503,A,0.05,,,,,,,,,,
1318,Thyroid gland,RBKS,0.167674,0.393551,0.393551,503,B,0.05,,,,,,,,,,
1319,Thyroid gland,AURKB,0.197372,0.227859,0.227859,503,A,0.05,,,,,,,,,,
1320,Thyroid gland,BRIP1,0.04901,0.23456,0.23456,503,B,0.05,,,,,,,,,,
1321,Thyroid gland,SH3PXD2A,0.030323,0.019612,0.019612,503,A,0.05,5.0,1.0,0.002,0.019612,0.9378276508214812,0.0196121987791453,True,,,0.937828
1322,Thyroid gland,VEGFC,0.282973,0.211648,0.211648,503,B,0.05,,,,,,,,,,
1323,Thyroid gland,HTATIP2,0.242514,0.287046,0.287046,503,B,0.05,,,,,,,,,,
1324,Thyroid gland,RHOA,0.197276,0.382015,0.382015,503,B,0.05,,,,,,,,,,
1325,Thyroid gland,ACTN3,,0.871661,0.871661,503,A,0.05,,,,,,,,,,
1326,Thyroid gland,JAG1,0.338182,0.352539,0.352539,503,B,0.05,,,,,,,,,,
1327,Thyroid gland,NDUFC1,0.228184,0.237535,0.237535,503,A,0.05,,,,,,,,,,
1328,Thyroid gland,ERCC1,0.157868,0.117727,0.117727,503,A,0.05,,,,,,,,,,
1329,Thyroid gland,ETS1,0.137493,0.107445,0.107445,503,A,0.05,,,,,,,,,,
1330,Thyroid gland,MMP9,0.083965,0.057239,0.057239,503,A,0.05,,,,,,,,,,
1331,Thyroid gland,ZEB1,0.01807,0.036835,0.036835,503,A,0.05,5.0,1.0,0.002,0.036835,0.9047595075781636,0.0368347984571526,True,,,0.90476
1332,Thyroid gland,MCM5,0.001501,0.006117,0.006117,503,B,0.05,5.0,1.0,0.002,0.006117,0.8391934162939754,0.006117437691064,True,,,0.839193
1333,Thyroid gland,TNFRSF1A,0.005742,0.048542,0.048542,503,B,0.05,5.0,1.0,0.002,0.048542,0.8656845720868116,0.0485421006295129,True,,,0.865685
1334,Thyroid gland,GSK3B,0.006958,0.051063,0.051063,503,B,0.05,,,,,,,,,,
1335,Thyroid gland,KRAS,0.088366,0.082099,0.082099,503,A,0.05,,,,,,,,,,
1336,Thyroid gland,EXO1,0.265342,0.255165,0.255165,503,A,0.05,,,,,,,,,,
1337,Thyroid gland,PCNA,0.006012,0.024617,0.024617,503,B,0.05,5.0,1.0,0.002,0.024617,0.8892805123878265,0.024616529559703,True,,,0.889281
1338,Thyroid gland,MMP10,,0.151552,0.151552,503,A,0.05,,,,,,,,,,
1339,Thyroid gland,SLK,0.041494,0.086817,0.086817,503,A,0.05,,,,,,,,,,
1340,Thyroid gland,FH,0.050796,0.13746,0.13746,503,A,0.05,,,,,,,,,,
1341,Thyroid gland,RUNX3,0.369065,0.41969,0.41969,503,A,0.05,,,,,,,,,,
1342,Thyroid gland,ARHGEF7,0.067737,0.105905,0.105905,503,A,0.05,,,,,,,,,,
1343,Thyroid gland,MSH2,0.080688,0.080732,0.080732,503,B,0.05,,,,,,,,,,
1344,Thyroid gland,CDC25C,0.713087,0.60222,0.60222,503,B,0.05,,,,,,,,,,
1345,Thyroid gland,PPA1,0.037229,0.035927,0.035927,503,B,0.05,5.0,1.0,0.002,0.035927,0.9259140242660626,0.03592655610712,True,,,0.925914
1346,Thyroid gland,CXCL13,0.21963,0.19659,0.19659,503,B,0.05,,,,,,,,,,
1347,Thyroid gland,CASP6,0.276485,0.099023,0.099023,503,A,0.05,,,,,,,,,,
1348,Thyroid gland,FADD,0.000443,0.003023,0.003023,503,B,0.05,5.0,2.0,0.004,0.049593,0.6339750663929623,0.003022692970202,True,,,0.633975
1349,Thyroid gland,TP63,0.162234,0.307175,0.307175,503,B,0.05,,,,,,,,,,
1350,Thyroid gland,PYGM,0.017277,0.071487,0.071487,503,A,0.05,,,,,,,,,,
1351,Thyroid gland,CTNNB1,0.248606,0.204876,0.204876,503,A,0.05,,,,,,,,,,
1352,Thyroid gland,UNG,0.026967,0.060391,0.060391,503,A,0.05,,,,,,,,,,
1353,Thyroid gland,RAD50,0.04716,0.101757,0.101757,503,A,0.05,,,,,,,,,,
1354,Thyroid gland,GPI,0.002653,0.001537,0.001537,503,A,0.05,5.0,2.0,0.004,0.032413,0.5441108081817088,0.0015374488651509,True,,,0.544111
1355,Thyroid gland,CHEK2,0.080378,0.29737,0.29737,503,B,0.05,,,,,,,,,,
1356,Thyroid gland,MLH1,0.024889,0.125738,0.125738,503,A,0.05,,,,,,,,,,
1357,Thyroid gland,STK11,0.377219,0.420351,0.420351,503,B,0.05,,,,,,,,,,
1358,Thyroid gland,STAT1,0.003496,0.005881,0.005881,503,B,0.05,5.0,1.0,0.002,0.005881,0.924808961991656,0.0058812210406737,True,,,0.924809
1359,Thyroid gland,XRCC3,0.109223,0.11404,0.11404,503,A,0.05,,,,,,,,,,
1360,Thyroid gland,HDAC3,0.001853,0.011779,0.011779,503,A,0.05,5.0,1.0,0.002,0.011779,0.8229081091917525,0.0117792236775663,True,,,0.822908
1361,Thyroid gland,IDH1,0.234343,0.064455,0.064455,503,A,0.05,,,,,,,,,,
1362,Thyroid gland,MDM4,0.051615,0.069807,0.069807,503,A,0.05,,,,,,,,,,
1363,Thyroid gland,ICAM3,0.631476,0.709342,0.709342,503,B,0.05,,,,,,,,,,
1364,Thyroid gland,TPI1,0.129549,0.183405,0.183405,503,A,0.05,,,,,,,,,,
1365,Thyroid gland,NRAS,0.138229,0.117392,0.117392,503,A,0.05,,,,,,,,,,
1366,Thyroid gland,CXCR4,0.100944,0.171225,0.171225,503,B,0.05,,,,,,,,,,
1367,Thyroid gland,ALDOB,0.121156,0.003771,0.003771,503,B,0.05,5.0,1.0,0.002,0.003771,0.7201105499679111,0.0037705482800174,True,,,0.720111
1368,Thyroid gland,MYCN,0.150692,0.224496,0.224496,503,A,0.05,,,,,,,,,,
1369,Thyroid gland,AGL,0.129032,0.397011,0.397011,503,A,0.05,,,,,,,,,,
1370,Thyroid gland,ERCC5,0.171747,0.340173,0.340173,503,B,0.05,,,,,,,,,,
1371,Thyroid gland,UGP2,0.376433,0.505857,0.505857,503,B,0.05,,,,,,,,,,
1372,Thyroid gland,TRAF2,0.245821,0.440332,0.440332,503,A,0.05,,,,,,,,,,
1373,Thyroid gland,ITGB3,0.426027,0.467236,0.467236,503,B,0.05,,,,,,,,,,
1374,Thyroid gland,TP53,0.592165,0.379636,0.379636,503,A,0.05,,,,,,,,,,
1375,Thyroid gland,MDH2,0.056565,0.08511,0.08511,503,A,0.05,,,,,,,,,,
1376,Thyroid gland,BOK,0.265011,0.208179,0.208179,503,B,0.05,,,,,,,,,,
1377,Thyroid gland,OGG1,0.224537,0.295763,0.295763,503,A,0.05,,,,,,,,,,
1378,Thyroid gland,NOD1,0.000336,0.006387,0.006387,503,B,0.05,5.0,1.0,0.002,0.006387,0.8827600928309046,0.0063872327687628,True,,,0.88276
1379,Thyroid gland,CDK4,0.390705,0.232875,0.232875,503,A,0.05,,,,,,,,,,
1380,Thyroid gland,CRADD,0.433535,0.147595,0.147595,503,B,0.05,,,,,,,,,,
1381,Thyroid gland,MSH6,0.1086,0.095595,0.095595,503,B,0.05,,,,,,,,,,
1382,Thyroid gland,CASP2,0.262757,0.241473,0.241473,503,B,0.05,,,,,,,,,,
1383,Thyroid gland,NFKB1,0.153941,0.168062,0.168062,503,A,0.05,,,,,,,,,,
1384,Thyroid gland,RAD51B,0.453008,0.523133,0.523133,503,B,0.05,,,,,,,,,,
1385,Thyroid gland,HDAC7,0.109277,0.17263,0.17263,503,B,0.05,,,,,,,,,,
1386,Thyroid gland,UQCRH,0.055442,0.084847,0.084847,503,A,0.05,,,,,,,,,,
1387,Thyroid gland,PRKDC,0.007228,0.007476,0.007476,503,A,0.05,5.0,1.0,0.002,0.007476,0.8656748837784254,0.0074762160397579,True,,,0.865675
1388,Thyroid gland,PXN,0.365388,0.3166,0.3166,503,A,0.05,,,,,,,,,,
1389,Thyroid gland,METAP2,0.096814,0.017882,0.017882,503,B,0.05,5.0,1.0,0.002,0.017882,0.804730775433494,0.0178816326008165,True,,,0.804731
1390,Thyroid gland,TWIST1,0.011958,0.004727,0.004727,503,A,0.05,5.0,1.0,0.002,0.004727,0.9840343445561432,0.0047269945965555,True,,,0.984034
1391,Thyroid gland,WWOX,0.043134,0.125687,0.125687,503,A,0.05,,,,,,,,,,
1392,Thyroid gland,ENO1,0.28274,0.14454,0.14454,503,A,0.05,,,,,,,,,,
1393,Thyroid gland,ZHX2,0.008063,0.028466,0.028466,503,B,0.05,5.0,1.0,0.002,0.028466,0.8286007417596555,0.0284659040993224,True,,,0.828601
1394,Thyroid gland,JUNB,0.369672,0.519664,0.519664,503,B,0.05,,,,,,,,,,
1395,Thyroid gland,PTTG1,0.036021,0.116515,0.116515,503,A,0.05,,,,,,,,,,
1396,Thyroid gland,TALDO1,0.283391,0.281944,0.281944,503,B,0.05,,,,,,,,,,
1397,Thyroid gland,RAC2,0.04983,0.047687,0.047687,503,A,0.05,5.0,1.0,0.002,0.047687,0.8473698846672529,0.0476874755758311,True,,,0.84737
1398,Thyroid gland,MSN,0.083818,0.21406,0.21406,503,B,0.05,,,,,,,,,,
1399,Thyroid gland,KIT,0.046049,0.124664,0.124664,503,A,0.05,,,,,,,,,,
1400,Thyroid gland,MMP14,0.058151,0.012904,0.012904,503,A,0.05,5.0,1.0,0.002,0.012904,0.8434695422398973,0.0129036173350818,True,,,0.84347
1401,Thyroid gland,FLT1,0.161634,0.182978,0.182978,503,A,0.05,,,,,,,,,,
1402,Thyroid gland,SP1,0.122651,0.034136,0.034136,503,A,0.05,5.0,1.0,0.002,0.034136,0.8125689760855903,0.0341359807068133,True,,,0.812569
1403,Thyroid gland,PTGES3,0.348621,0.167615,0.167615,503,B,0.05,,,,,,,,,,
1404,Thyroid gland,WEE1,0.251557,0.211584,0.211584,503,A,0.05,,,,,,,,,,
1405,Thyroid gland,FGF1,6.6e-05,0.004942,0.004942,503,B,0.05,5.0,1.0,0.002,0.004942,0.993840179063997,0.0049422422340941,True,,,0.99384
1406,Thyroid gland,NDUFB9,0.056988,0.052743,0.052743,503,B,0.05,,,,,,,,,,
1407,Thyroid gland,TNFRSF10A,0.258213,0.418823,0.418823,503,B,0.05,,,,,,,,,,
1408,Thyroid gland,TNKS2,0.176966,0.191809,0.191809,503,A,0.05,,,,,,,,,,
1409,Thyroid gland,CTTN,0.003174,0.072595,0.072595,503,B,0.05,,,,,,,,,,
1410,Thyroid gland,BRCA1,0.463705,0.307353,0.307353,503,B,0.05,,,,,,,,,,
1411,Thyroid gland,FAP,0.097384,0.046602,0.046602,503,A,0.05,5.0,1.0,0.002,0.046602,0.8602930103034936,0.046601913782187,False,5.0,0.753048,0.753048
1412,Thyroid gland,DDB1,0.071741,0.162558,0.162558,503,B,0.05,,,,,,,,,,
1413,Thyroid gland,ANG,0.213953,0.184002,0.184002,503,A,0.05,,,,,,,,,,
1414,Thyroid gland,CDK1,0.298213,0.316612,0.316612,503,A,0.05,,,,,,,,,,
1415,Thyroid gland,PTK2B,0.001087,0.008404,0.008404,503,B,0.05,5.0,1.0,0.002,0.008404,0.8957977798467425,0.0084041099006958,True,,,0.895798
1416,Thyroid gland,PLD1,0.190525,0.193138,0.193138,503,A,0.05,,,,,,,,,,
1417,Thyroid gland,VEGFB,0.038283,0.061352,0.061352,503,A,0.05,,,,,,,,,,
1418,Thyroid gland,TNF,0.596046,0.561197,0.561197,503,B,0.05,,,,,,,,,,
